,LocationName,ISO,country,region,world_region,MPI,geo,lat,lon
542,"Vatovavy Fitovinany, Madagascar",MDG,Madagascar,Vatovavy Fitovinany,Sub-Saharan Africa,0.514,"(-21.3205653, 47.92182039999999)",-21.320565300000002,47.92182039999999
543,"Ihorombe, Madagascar",MDG,Madagascar,Ihorombe,Sub-Saharan Africa,0.448,"(-22.6558058, 46.3624686)",-22.655805800000003,46.3624686
544,"Atsimo Atsinanana, Madagascar",MDG,Madagascar,Atsimo Atsinanana,Sub-Saharan Africa,0.531,"(0.3148253, 32.5808788)",0.3148253,32.5808788
545,"Atsinanana, Madagascar",MDG,Madagascar,Atsinanana,Sub-Saharan Africa,0.269,"(-18.8131481, 48.8799972)",-18.813148100000006,48.8799972
546,"Analanjirofo, Madagascar",MDG,Madagascar,Analanjirofo,Sub-Saharan Africa,0.383,"(-16.507537, 49.5279996)",-16.507537,49.5279996
547,"Alaotra Mangoro, Madagascar",MDG,Madagascar,Alaotra Mangoro,Sub-Saharan Africa,0.309,"(-18.0284909, 48.2393528)",-18.028490899999998,48.2393528
548,"Boeny, Madagascar",MDG,Madagascar,Boeny,Sub-Saharan Africa,0.31,"(-16.3645202, 45.9039689)",-16.364520199999998,45.9039689
549,"Sofia, Madagascar",MDG,Madagascar,Sofia,Sub-Saharan Africa,0.32,"(-15.4135578, 48.0803529)",-15.413557800000001,48.0803529
550,"Betsiboka, Madagascar",MDG,Madagascar,Betsiboka,Sub-Saharan Africa,0.433,"(-16.3296686, 46.6226097)",-16.329668599999998,46.6226097
551,"Melaky, Madagascar",MDG,Madagascar,Melaky,Sub-Saharan Africa,0.509,"(-17.3776488, 44.7006138)",-17.377648800000006,44.7006138
552,"Atsimo Andrefana, Madagascar",MDG,Madagascar,Atsimo Andrefana,Sub-Saharan Africa,0.4270000000000001,"(-23.1485269, 44.3992892)",-23.148526899999997,44.39928920000001
553,"Androy, Madagascar",MDG,Madagascar,Androy,Sub-Saharan Africa,0.547,"(-24.7497835, 45.4498065)",-24.7497835,45.4498065
554,"Anosy, Madagascar",MDG,Madagascar,Anosy,Sub-Saharan Africa,0.486,"(-23.5579591, 45.9039689)",-23.5579591,45.9039689
555,"Menabe, Madagascar",MDG,Madagascar,Menabe,Sub-Saharan Africa,0.417,"(30.5972455, 30.9876321)",30.597245500000003,30.9876321
556,"Diana, Madagascar",MDG,Madagascar,Diana,Sub-Saharan Africa,0.294,"(-13.4086535, 49.2030851)",-13.4086535,49.2030851
557,"Sava, Madagascar",MDG,Madagascar,Sava,Sub-Saharan Africa,0.327,"(-14.4407175, 49.8547266)",-14.440717499999998,49.8547266
558,,MDV,Maldives,,South Asia,,"(1000.0, 1000.0)",,
559,,MEX,Mexico,,Latin America and Caribbean,,"(1000.0, 1000.0)",,
560,,MKD,"Macedonia, The former Yugoslav Republic of",,Europe and Central Asia,,"(1000.0, 1000.0)",,
561,"Kayes, Mali",MLI,Mali,Kayes,Sub-Saharan Africa,0.485,"(14.4367876, -11.4452717)",14.436787599999999,-11.4452717
562,"Koulikoro, Mali",MLI,Mali,Koulikoro,Sub-Saharan Africa,0.44,"(13.8018074, -7.4381355)",13.8018074,-7.4381355
563,"Sikasso, Mali",MLI,Mali,Sikasso,Sub-Saharan Africa,0.484,"(11.3223834, -5.6983979)",11.3223834,-5.6983979000000025
564,"Sðgou, Mali",MLI,Mali,Sðgou,Sub-Saharan Africa,0.498,"(1000.0, 1000.0)",,
565,"Mopti, Mali",MLI,Mali,Mopti,Sub-Saharan Africa,0.594,"(14.4874284, -4.1974627)",14.4874284,-4.1974627
566,"Bamako, Mali",MLI,Mali,Bamako,Sub-Saharan Africa,0.168,"(12.6392316, -8.0028892)",12.639231599999999,-8.0028892
567,"Ayeyarwaddy, Myanmar",MMR,Myanmar,Ayeyarwaddy,East Asia and the Pacific,0.171,"(17.0342125, 95.22666749999999)",17.0342125,95.2266675
568,"Bago, Myanmar",MMR,Myanmar,Bago,East Asia and the Pacific,0.129,"(17.3220711, 96.4663286)",17.322071100000002,96.4663286
569,"Chin, Myanmar",MMR,Myanmar,Chin,East Asia and the Pacific,0.152,"(22.3896751, 93.5812692)",22.3896751,93.58126920000001
570,"Kachin, Myanmar",MMR,Myanmar,Kachin,East Asia and the Pacific,0.083,"(25.850904, 97.4381355)",25.850904,97.4381355
571,"Kayah, Myanmar",MMR,Myanmar,Kayah,East Asia and the Pacific,0.099,"(19.2342061, 97.26528580000002)",19.2342061,97.26528580000002
572,"Kayin, Myanmar",MMR,Myanmar,Kayin,East Asia and the Pacific,0.183,"(16.9459346, 97.9592863)",16.9459346,97.9592863
573,"Magway, Myanmar",MMR,Myanmar,Magway,East Asia and the Pacific,0.114,"(20.1544305, 94.9454803)",20.1544305,94.9454803
574,"Mandalay, Myanmar",MMR,Myanmar,Mandalay,East Asia and the Pacific,0.099,"(21.9588282, 96.0891032)",21.9588282,96.0891032
575,"Mon, Myanmar",MMR,Myanmar,Mon,East Asia and the Pacific,0.109,"(17.0626039, 97.35165579999999)",17.0626039,97.3516558
576,"Naypyitaw, Myanmar",MMR,Myanmar,Naypyitaw,East Asia and the Pacific,0.11,"(19.7633057, 96.07851040000001)",19.7633057,96.0785104
577,"Rakhine, Myanmar",MMR,Myanmar,Rakhine,East Asia and the Pacific,0.258,"(19.810093, 93.9878427)",19.810093,93.9878427
578,"Sagaing, Myanmar",MMR,Myanmar,Sagaing,East Asia and the Pacific,0.134,"(21.9159702, 95.9621106)",21.9159702,95.96211059999999
579,"Shan, Myanmar",MMR,Myanmar,Shan,East Asia and the Pacific,0.194,"(22.0361985, 98.1338558)",22.036198499999998,98.13385579999999
580,"Taninthayi, Myanmar",MMR,Myanmar,Taninthayi,East Asia and the Pacific,0.129,"(12.0896327, 99.0115113)",12.0896327,99.0115113
581,"Yangon, Myanmar",MMR,Myanmar,Yangon,East Asia and the Pacific,0.051,"(16.8660694, 96.19513200000002)",16.866069399999994,96.19513200000002
582,,MNE,Montenegro,,Europe and Central Asia,,"(1000.0, 1000.0)",,
583,"Central, Mongolia",MNG,Mongolia,Central,East Asia and the Pacific,0.041,"(47.2124056, 106.41541)",47.212405600000004,106.41541000000001
584,"Eastern, Mongolia",MNG,Mongolia,Eastern,East Asia and the Pacific,0.044,"(47.4658154, 115.392712)",47.4658154,115.39271200000002
585,"Khangai, Mongolia",MNG,Mongolia,Khangai,East Asia and the Pacific,0.075,"(47.5, 100)",47.5,100.0
586,"Ulaanbaatar, Mongolia",MNG,Mongolia,Ulaanbaatar,East Asia and the Pacific,0.006,"(47.88639879999999, 106.9057439)",47.88639879999999,106.9057439
587,"Western, Mongolia",MNG,Mongolia,Western,East Asia and the Pacific,0.09,"(3.6567382, -56.2035387)",3.6567382000000004,-56.203538699999996
588,"Niassa, Mozambique",MOZ,Mozambique,Niassa,Sub-Saharan Africa,0.443,"(-12.7826202, 36.6093926)",-12.782620199999998,36.60939260000001
589,"Cabo Delgado, Mozambique",MOZ,Mozambique,Cabo Delgado,Sub-Saharan Africa,0.525,"(-12.3335474, 39.3206241)",-12.3335474,39.3206241
590,"Nampula, Mozambique",MOZ,Mozambique,Nampula,Sub-Saharan Africa,0.4,"(-15.1266347, 39.2687161)",-15.126634699999999,39.2687161
591,"Zambðzia, Mozambique",MOZ,Mozambique,Zambðzia,Sub-Saharan Africa,0.528,"(1000.0, 1000.0)",,
592,"Tete, Mozambique",MOZ,Mozambique,Tete,Sub-Saharan Africa,0.466,"(-16.1328104, 33.6063855)",-16.1328104,33.606385499999995
593,"Manica, Mozambique",MOZ,Mozambique,Manica,Sub-Saharan Africa,0.301,"(-18.9438274, 32.8648538)",-18.943827399999996,32.8648538
594,"Sofala, Mozambique",MOZ,Mozambique,Sofala,Sub-Saharan Africa,0.381,"(-19.2039073, 34.8624166)",-19.2039073,34.8624166
595,"Inhambane, Mozambique",MOZ,Mozambique,Inhambane,Sub-Saharan Africa,0.295,"(-23.8879561, 35.3959879)",-23.8879561,35.39598789999999
596,"Gaza, Mozambique",MOZ,Mozambique,Gaza,Sub-Saharan Africa,0.306,"(41.2994958, 69.2400734)",41.299495799999995,69.2400734
597,"Maputo Provðncia, Mozambique",MOZ,Mozambique,Maputo Provðncia,Sub-Saharan Africa,0.133,"(-3.18427, 12.2547919)",-3.18427,12.2547919
598,"Maputo Cidade, Mozambique",MOZ,Mozambique,Maputo Cidade,Sub-Saharan Africa,0.043,"(-25.891968, 32.6051351)",-25.891968,32.605135100000005
599,"Hodh Charghy, Mauritania",MRT,Mauritania,Hodh Charghy,Sub-Saharan Africa,0.412,"(1000.0, 1000.0)",,
600,"Hodh Gharby, Mauritania",MRT,Mauritania,Hodh Gharby,Sub-Saharan Africa,0.438,"(16.6912149, -9.5450974)",16.691214900000002,-9.5450974
601,"Assaba, Mauritania",MRT,Mauritania,Assaba,Sub-Saharan Africa,0.419,"(16.7759558, -11.5248055)",16.775955800000002,-11.5248055
602,"Gorgol, Mauritania",MRT,Mauritania,Gorgol,Sub-Saharan Africa,0.46,"(15.9717357, -12.6216211)",15.971735699999998,-12.621621099999999
603,"Brakna, Mauritania",MRT,Mauritania,Brakna,Sub-Saharan Africa,0.307,"(15.5006544, 32.5598994)",15.5006544,32.5598994
604,"Trarza, Mauritania",MRT,Mauritania,Trarza,Sub-Saharan Africa,0.181,"(17.8664964, -14.6587821)",17.8664964,-14.6587821
605,"Adrar, Mauritania",MRT,Mauritania,Adrar,Sub-Saharan Africa,0.184,"(19.8652176, -12.8054753)",19.8652176,-12.805475300000001
606,"Dakhlett Nouadibou, Mauritania",MRT,Mauritania,Dakhlett Nouadibou,Sub-Saharan Africa,0.039,"(20.5985588, -16.2522143)",20.598558800000006,-16.252214300000002
607,"Tagant, Mauritania",MRT,Mauritania,Tagant,Sub-Saharan Africa,0.322,"(18.5467527, -9.9018131)",18.5467527,-9.9018131
608,"Guidimagha, Mauritania",MRT,Mauritania,Guidimagha,Sub-Saharan Africa,0.499,"(15.2557331, -12.2547919)",15.2557331,-12.2547919
609,"Tirs-Ezemour, Mauritania",MRT,Mauritania,Tirs-Ezemour,Sub-Saharan Africa,0.085,"(24.5773764, -9.9018131)",24.5773764,-9.9018131
610,"Nouakchott, Mauritania",MRT,Mauritania,Nouakchott,Sub-Saharan Africa,0.102,"(18.0735299, -15.9582372)",18.0735299,-15.958237200000001
611,"Balaka, Malawi",MWI,Malawi,Balaka,Sub-Saharan Africa,0.28300000000000003,"(-15.0506595, 35.0828588)",-15.0506595,35.0828588
612,"Blantyre City, Malawi",MWI,Malawi,Blantyre City,Sub-Saharan Africa,0.118,"(-15.7666707, 35.0167866)",-15.766670699999999,35.0167866
613,"Blantyre Rural, Malawi",MWI,Malawi,Blantyre Rural,Sub-Saharan Africa,0.245,"(1000.0, 1000.0)",,
614,"Chikwawa, Malawi",MWI,Malawi,Chikwawa,Sub-Saharan Africa,0.292,"(-16.0437784, 34.8016945)",-16.0437784,34.8016945
615,"Chitipa, Malawi",MWI,Malawi,Chitipa,Sub-Saharan Africa,0.161,"(-9.7037655, 33.2700253)",-9.7037655,33.2700253
616,"Chradzulu, Malawi",MWI,Malawi,Chradzulu,Sub-Saharan Africa,0.241,"(-15.7423151, 35.2587964)",-15.742315099999999,35.25879639999999
617,"Dedza, Malawi",MWI,Malawi,Dedza,Sub-Saharan Africa,0.314,"(-14.3816618, 34.3254842)",-14.381661800000002,34.3254842
618,"Dowa, Malawi",MWI,Malawi,Dowa,Sub-Saharan Africa,0.267,"(-13.6514687, 33.9359756)",-13.6514687,33.9359756
619,"Karonga, Malawi",MWI,Malawi,Karonga,Sub-Saharan Africa,0.204,"(-9.952536, 33.9248222)",-9.952536,33.9248222
620,"Kasungu, Malawi",MWI,Malawi,Kasungu,Sub-Saharan Africa,0.244,"(-13.0356794, 33.4719832)",-13.035679400000001,33.4719832
621,"Likoma, Malawi",MWI,Malawi,Likoma,Sub-Saharan Africa,0.114,"(-12.0584005, 34.7354031)",-12.058400500000001,34.7354031
622,"Lilongwe City, Malawi",MWI,Malawi,Lilongwe City,Sub-Saharan Africa,0.092,"(-13.9626121, 33.7741195)",-13.962612099999998,33.7741195
623,"Lilongwe Rural, Malawi",MWI,Malawi,Lilongwe Rural,Sub-Saharan Africa,0.28600000000000003,"(29.9133171, 45.29938620000001)",29.913317100000004,45.29938620000001
624,"Machinga, Malawi",MWI,Malawi,Machinga,Sub-Saharan Africa,0.322,"(-14.9407263, 35.4781926)",-14.940726300000001,35.47819260000001
625,"Mangochi, Malawi",MWI,Malawi,Mangochi,Sub-Saharan Africa,0.302,"(-14.4861733, 35.253304)",-14.4861733,35.253304
626,"Mchinji, Malawi",MWI,Malawi,Mchinji,Sub-Saharan Africa,0.314,"(-13.8000058, 32.8930441)",-13.800005800000005,32.8930441
627,"Mulange, Malawi",MWI,Malawi,Mulange,Sub-Saharan Africa,0.28600000000000003,"(-16.0252339, 35.5083136)",-16.0252339,35.5083136
628,"Mwanza, Malawi",MWI,Malawi,Mwanza,Sub-Saharan Africa,0.254,"(1000.0, 1000.0)",,
629,"Mzimba, Malawi",MWI,Malawi,Mzimba,Sub-Saharan Africa,0.205,"(-11.7475452, 33.5280072)",-11.7475452,33.5280072
630,"Mzuzu City, Malawi",MWI,Malawi,Mzuzu City,Sub-Saharan Africa,0.034,"(-11.4389649, 34.0084395)",-11.4389649,34.0084395
631,"Ndanje, Malawi",MWI,Malawi,Ndanje,Sub-Saharan Africa,0.285,"(-16.7288202, 35.1708741)",-16.728820199999998,35.170874100000006
632,"Neno, Malawi",MWI,Malawi,Neno,Sub-Saharan Africa,0.316,"(-15.6850711, 34.5749882)",-15.685071100000002,34.57498820000001
633,"Nkhatabay, Malawi",MWI,Malawi,Nkhatabay,Sub-Saharan Africa,0.215,"(-11.6085556, 34.2949409)",-11.608555599999999,34.2949409
634,"Nkhota Kota, Malawi",MWI,Malawi,Nkhota Kota,Sub-Saharan Africa,0.245,"(-12.9316863, 34.2810541)",-12.9316863,34.28105410000001
635,"Ntcheu, Malawi",MWI,Malawi,Ntcheu,Sub-Saharan Africa,0.211,"(-14.9037538, 34.7740793)",-14.9037538,34.7740793
636,"Ntchisi, Malawi",MWI,Malawi,Ntchisi,Sub-Saharan Africa,0.259,"(-13.2841992, 33.88577470000001)",-13.2841992,33.885774700000006
637,"Phalombe, Malawi",MWI,Malawi,Phalombe,Sub-Saharan Africa,0.293,"(-15.7092038, 35.6532848)",-15.7092038,35.6532848
638,"Rumphi, Malawi",MWI,Malawi,Rumphi,Sub-Saharan Africa,0.205,"(-11.0171949, 33.8550829)",-11.017194900000002,33.8550829
639,"Salima, Malawi",MWI,Malawi,Salima,Sub-Saharan Africa,0.334,"(-13.6809586, 34.4198243)",-13.6809586,34.419824299999995
640,"Thyolo, Malawi",MWI,Malawi,Thyolo,Sub-Saharan Africa,0.259,"(-16.069257, 35.1406293)",-16.069257,35.14062929999999
641,"Zomba City, Malawi",MWI,Malawi,Zomba City,Sub-Saharan Africa,0.053,"(-15.3765857, 35.3356518)",-15.3765857,35.3356518
642,"Zomba Rural, Malawi",MWI,Malawi,Zomba Rural,Sub-Saharan Africa,0.27,"(-15.2807455, 35.3991867)",-15.280745499999998,35.3991867
643,"Caprivi, Namibia",NAM,Namibia,Caprivi,Sub-Saharan Africa,0.174,"(-17.8682455, 23.5728501)",-17.8682455,23.5728501
644,"Erongo, Namibia",NAM,Namibia,Erongo,Sub-Saharan Africa,0.044,"(-22.2565682, 15.4068079)",-22.2565682,15.4068079
645,"Hardap, Namibia",NAM,Namibia,Hardap,Sub-Saharan Africa,0.103,"(-24.2310134, 17.668887)",-24.2310134,17.668886999999994
646,"Karas, Namibia",NAM,Namibia,Karas,Sub-Saharan Africa,0.098,"(-26.8429645, 17.2902839)",-26.8429645,17.2902839
647,"Kavango, Namibia",NAM,Namibia,Kavango,Sub-Saharan Africa,0.373,"(-18.271048, 18.4276047)",-18.271048,18.4276047
648,"Khomas, Namibia",NAM,Namibia,Khomas,Sub-Saharan Africa,0.06,"(-22.6377854, 17.1011931)",-22.6377854,17.1011931
649,"Kunene, Namibia",NAM,Namibia,Kunene,Sub-Saharan Africa,0.238,"(-19.4086317, 13.914399)",-19.408631699999997,13.914399
650,"Ohangwena, Namibia",NAM,Namibia,Ohangwena,Sub-Saharan Africa,0.348,"(-17.5979291, 16.8178377)",-17.5979291,16.8178377
651,"Omaheke, Namibia",NAM,Namibia,Omaheke,Sub-Saharan Africa,0.232,"(-21.8466651, 19.1880047)",-21.84666510000001,19.1880047
652,"Omusati, Namibia",NAM,Namibia,Omusati,Sub-Saharan Africa,0.28300000000000003,"(14.9609782, -91.80745859999999)",14.960978200000001,-91.8074586
653,"Oshana, Namibia",NAM,Namibia,Oshana,Sub-Saharan Africa,0.156,"(-18.4305064, 15.6881788)",-18.4305064,15.6881788
654,"Oshikoto, Namibia",NAM,Namibia,Oshikoto,Sub-Saharan Africa,0.218,"(-18.4152575, 16.912251)",-18.415257500000006,16.912251
655,"Otjozondjupa, Namibia",NAM,Namibia,Otjozondjupa,Sub-Saharan Africa,0.116,"(-20.5486916, 17.668887)",-20.5486916,17.668886999999994
656,"Agadez, Niger",NER,Niger,Agadez,Sub-Saharan Africa,0.405,"(16.9741689, 7.986535)",16.9741689,7.986535000000001
657,"Diffa, Niger",NER,Niger,Diffa,Sub-Saharan Africa,0.556,"(13.3132472, 12.6158803)",13.313247199999998,12.6158803
658,"Dosso, Niger",NER,Niger,Dosso,Sub-Saharan Africa,0.62,"(13.0504833, 3.2080991)",13.050483300000002,3.2080991
659,"Maradi, Niger",NER,Niger,Maradi,Sub-Saharan Africa,0.664,"(13.5009779, 7.103639599999999)",13.5009779,7.1036395999999975
660,"Tahoua, Niger",NER,Niger,Tahoua,Sub-Saharan Africa,0.6459999999999999,"(14.8904575, 5.2579968)",14.890457500000002,5.2579968
661,"Tillaberi, Niger",NER,Niger,Tillaberi,Sub-Saharan Africa,0.609,"(18.2783598, -72.35479149999999)",18.2783598,-72.35479149999998
662,"Zinder, Niger",NER,Niger,Zinder,Sub-Saharan Africa,0.6409999999999999,"(13.8018124, 8.98527)",13.801812400000001,8.98527
663,"Niamey, Niger",NER,Niger,Niamey,Sub-Saharan Africa,0.206,"(13.5115963, 2.1253854)",13.511596300000004,2.1253854
664,"Sokoto, Nigeria",NGA,Nigeria,Sokoto,Sub-Saharan Africa,0.5479999999999999,"(13.0058731, 5.2475518)",13.0058731,5.247551799999999
665,"Zamfara, Nigeria",NGA,Nigeria,Zamfara,Sub-Saharan Africa,0.605,"(6.907529, 3.5812692)",6.907528999999999,3.5812692000000004
666,"Katsina, Nigeria",NGA,Nigeria,Katsina,Sub-Saharan Africa,0.52,"(12.5139317, 7.6114217)",12.513931699999999,7.6114217
667,"Jigawa, Nigeria",NGA,Nigeria,Jigawa,Sub-Saharan Africa,0.552,"(12.4460001, 9.7232673)",12.4460001,9.723267300000002
668,"Yobe, Nigeria",NGA,Nigeria,Yobe,Sub-Saharan Africa,0.635,"(12.1871412, 11.7068294)",12.1871412,11.7068294
669,"Borno, Nigeria",NGA,Nigeria,Borno,Sub-Saharan Africa,0.401,"(12.1205201, 13.1740348)",12.1205201,13.1740348
670,"Adamawa, Nigeria",NGA,Nigeria,Adamawa,Sub-Saharan Africa,0.295,"(9.3250497, 12.4380581)",9.3250497,12.4380581
671,"Gombe, Nigeria",NGA,Nigeria,Gombe,Sub-Saharan Africa,0.471,"(10.279142, 11.1730615)",10.279142,11.173061500000001
672,"Bauchi, Nigeria",NGA,Nigeria,Bauchi,Sub-Saharan Africa,0.583,"(4.710988599999999, -74.072092)",4.7109885999999985,-74.072092
673,"Kano, Nigeria",NGA,Nigeria,Kano,Sub-Saharan Africa,0.434,"(12.0021794, 8.591956099999999)",12.002179400000001,8.591956099999999
674,"Kaduna, Nigeria",NGA,Nigeria,Kaduna,Sub-Saharan Africa,0.311,"(10.5104642, 7.4165053)",10.5104642,7.4165053
675,"Kebbi, Nigeria",NGA,Nigeria,Kebbi,Sub-Saharan Africa,0.5529999999999999,"(11.6781241, 4.0695454)",11.6781241,4.0695454
676,"Niger, Nigeria",NGA,Nigeria,Niger,Sub-Saharan Africa,0.324,"(10.2155388, 5.393955099999999)",10.215538800000001,5.393955099999999
677,"FCT-Abuja, Nigeria",NGA,Nigeria,FCT-Abuja,Sub-Saharan Africa,0.108,"(1000.0, 1000.0)",,
678,"Nasarawa, Nigeria",NGA,Nigeria,Nasarawa,Sub-Saharan Africa,0.251,"(-4.1128079, 13.7289167)",-4.1128079,13.7289167
679,"Plateau, Nigeria",NGA,Nigeria,Plateau,Sub-Saharan Africa,0.273,"(9.244568, 9.367308399999999)",9.244568,9.3673084
680,"Taraba, Nigeria",NGA,Nigeria,Taraba,Sub-Saharan Africa,0.448,"(8.0054917, 10.2600125)",8.0054917,10.2600125
681,"Benue, Nigeria",NGA,Nigeria,Benue,Sub-Saharan Africa,0.28,"(7.350825899999999, 8.8362755)",7.3508258999999985,8.836275500000003
682,"Kogi, Nigeria",NGA,Nigeria,Kogi,Sub-Saharan Africa,0.113,"(7.9075486, 6.5783387)",7.9075485999999975,6.5783387000000015
683,"Kwara, Nigeria",NGA,Nigeria,Kwara,Sub-Saharan Africa,0.099,"(11.833333, 9.6)",11.833333,9.6
684,"Oyo, Nigeria",NGA,Nigeria,Oyo,Sub-Saharan Africa,0.155,"(7.842957900000001, 3.9368439)",7.842957900000001,3.9368439
685,"Osun, Nigeria",NGA,Nigeria,Osun,Sub-Saharan Africa,0.043,"(7.5875843, 4.5624426)",7.5875843,4.5624426
686,"Ekiti, Nigeria",NGA,Nigeria,Ekiti,Sub-Saharan Africa,0.051,"(7.665581299999999, 5.3102505)",7.665581299999999,5.3102504999999995
687,"Ondo, Nigeria",NGA,Nigeria,Ondo,Sub-Saharan Africa,0.127,"(6.8959293, 4.893562699999999)",6.8959293000000015,4.893562699999999
688,"Edo, Nigeria",NGA,Nigeria,Edo,Sub-Saharan Africa,0.08,"(6.5438101, 5.898713900000001)",6.543810099999999,5.8987139000000015
689,"Anambra, Nigeria",NGA,Nigeria,Anambra,Sub-Saharan Africa,0.05,"(6.2757656, 7.0068393)",6.2757656,7.0068392999999976
690,"Enugu, Nigeria",NGA,Nigeria,Enugu,Sub-Saharan Africa,0.123,"(6.4583661, 7.5463885)",6.458366099999999,7.546388499999999
691,"Ebonyi, Nigeria",NGA,Nigeria,Ebonyi,Sub-Saharan Africa,0.265,"(6.177973, 7.959286299999999)",6.1779730000000015,7.959286299999999
692,"Cross River, Nigeria",NGA,Nigeria,Cross River,Sub-Saharan Africa,0.146,"(1000.0, 1000.0)",,
693,"Akwa Ibom, Nigeria",NGA,Nigeria,Akwa Ibom,Sub-Saharan Africa,0.099,"(4.929986899999999, 7.872159999999999)",4.9299868999999985,7.872159999999999
694,"Abia, Nigeria",NGA,Nigeria,Abia,Sub-Saharan Africa,0.08800000000000001,"(-23.0221928, 32.7181375)",-23.02219280000001,32.7181375
695,"Imo, Nigeria",NGA,Nigeria,Imo,Sub-Saharan Africa,0.083,"(5.6038994, 7.0068393)",5.6038994,7.0068392999999976
696,"Rivers, Nigeria",NGA,Nigeria,Rivers,Sub-Saharan Africa,0.08800000000000001,"(4.8580767, 6.920913499999999)",4.8580767,6.9209134999999975
697,"Bayelsa, Nigeria",NGA,Nigeria,Bayelsa,Sub-Saharan Africa,0.12,"(4.867776699999999, 5.898713900000001)",4.8677766999999985,5.8987139000000015
698,"Delta, Nigeria",NGA,Nigeria,Delta,Sub-Saharan Africa,0.107,"(5.5324624, 5.898713900000001)",5.5324624,5.8987139000000015
699,"Lagos, Nigeria",NGA,Nigeria,Lagos,Sub-Saharan Africa,0.035,"(6.5243793, 3.3792057)",6.5243793,3.3792057
700,"Ogun, Nigeria",NGA,Nigeria,Ogun,Sub-Saharan Africa,0.112,"(12.8463561, 23.0011989)",12.8463561,23.0011989
701,"Nueva Segovia, Nicaragua",NIC,Nicaragua,Nueva Segovia,Latin America and Caribbean,0.113,"(13.7894404, -86.0121573)",13.7894404,-86.0121573
702,"Jinotega, Nicaragua",NIC,Nicaragua,Jinotega,Latin America and Caribbean,0.195,"(13.0883907, -85.9993997)",13.0883907,-85.9993997
703,"Madriz, Nicaragua",NIC,Nicaragua,Madriz,Latin America and Caribbean,0.104,"(28.2105741, 84.042456)",28.210574100000002,84.042456
704,"Esteli, Nicaragua",NIC,Nicaragua,Esteli,Latin America and Caribbean,0.048,"(13.0851139, -86.3630197)",13.085113900000001,-86.36301970000002
705,"Chinandega, Nicaragua",NIC,Nicaragua,Chinandega,Latin America and Caribbean,0.047,"(12.6234721, -87.1273253)",12.623472099999999,-87.12732530000002
706,"Leon, Nicaragua",NIC,Nicaragua,Leon,Latin America and Caribbean,0.031,"(28.3998551, 83.6895693)",28.399855100000003,83.6895693
707,"Matagalpa, Nicaragua",NIC,Nicaragua,Matagalpa,Latin America and Caribbean,0.099,"(12.9290069, -85.9151211)",12.929006900000001,-85.9151211
708,"Boaco, Nicaragua",NIC,Nicaragua,Boaco,Latin America and Caribbean,0.13,"(12.469284, -85.6614682)",12.469284,-85.6614682
709,"Managua, Nicaragua",NIC,Nicaragua,Managua,Latin America and Caribbean,0.021,"(12.1149926, -86.2361744)",12.114992599999999,-86.23617440000002
710,"Masaya, Nicaragua",NIC,Nicaragua,Masaya,Latin America and Caribbean,0.017,"(11.9704485, -86.0886366)",11.9704485,-86.08863659999999
711,"Chontales, Nicaragua",NIC,Nicaragua,Chontales,Latin America and Caribbean,0.08199999999999999,"(11.9394717, -85.1894045)",11.939471699999999,-85.18940450000002
712,"Granada, Nicaragua",NIC,Nicaragua,Granada,Latin America and Caribbean,0.035,"(11.9344073, -85.9560005)",11.9344073,-85.9560005
713,"Carazo, Nicaragua",NIC,Nicaragua,Carazo,Latin America and Caribbean,0.025,"(1000.0, 1000.0)",,
714,"Rivas, Nicaragua",NIC,Nicaragua,Rivas,Latin America and Caribbean,0.036000000000000004,"(11.4326663, -85.8230251)",11.4326663,-85.8230251
715,"Rio San Juan, Nicaragua",NIC,Nicaragua,Rio San Juan,Latin America and Caribbean,0.133,"(8.768688599999999, -12.7853522)",8.768688599999999,-12.7853522
716,"RAAN, Nicaragua",NIC,Nicaragua,RAAN,Latin America and Caribbean,0.173,"(13.8394456, -83.93208059999999)",13.839445600000001,-83.93208059999998
717,"RAAS, Nicaragua",NIC,Nicaragua,RAAS,Latin America and Caribbean,0.132,"(12.1918502, -84.1012861)",12.1918502,-84.1012861
718,"Central Hill, Nepal",NPL,Nepal,Central Hill,South Asia,0.05,"(26.8081234, 87.293039)",26.8081234,87.29303900000002
719,"Central Mountain, Nepal",NPL,Nepal,Central Mountain,South Asia,0.094,"(27.719887, 85.3175239)",27.719887,85.31752390000003
720,"Central Terai, Nepal",NPL,Nepal,Central Terai,South Asia,0.199,"(27.656871, 85.326855)",27.656871000000002,85.32685500000002
721,"Eastern Hill, Nepal",NPL,Nepal,Eastern Hill,South Asia,0.063,"(45.5456095, -122.5709527)",45.5456095,-122.5709527
722,"Eastern Mountain, Nepal",NPL,Nepal,Eastern Mountain,South Asia,0.133,"(-11.7167338, 43.3680788)",-11.7167338,43.36807879999999
723,"Eastern Terai, Nepal",NPL,Nepal,Eastern Terai,South Asia,0.13,"(8.3022297, 2.302446)",8.3022297,2.3024459999999998
724,"Far-Western Hill, Nepal",NPL,Nepal,Far-Western Hill,South Asia,0.226,"(30.48993329999999, -97.76776869999999)",30.48993329999999,-97.7677687
725,"Far-Western Mountain, Nepal",NPL,Nepal,Far-Western Mountain,South Asia,0.14400000000000002,"(30.005, 80.92833329999999)",30.005,80.92833329999998
